Status,Title,Link,ImageURL,Caption,Tag,WP_ID
PENDING,Túi Chống Sốc InaTeck Wind Series Cho MacBook,https://lucas.vn/san-pham/tui-chong-soc-inateck-wind-series-cho-macbook,https://lucas.vn/wp-content/uploads/2026/05/Tui-Chong-Soc-InaTeck-Wind-L2.png,"Bảo vệ MacBook của bạn theo cách thông minh nhất với Túi Chống Sốc Innateck Wind Series! 🌬️

Chất liệu cao cấp, thiết kế ôm sát từng đường nét của MacBook, chống va đập và trầy xước hiệu quả trong mọi tình huống.

Nhẹ nhàng, gọn gàng, dễ dàng cho vào balo hay xách tay đi làm, đi học mỗi ngày. 💼

Đừng để một cú va chạm nhỏ làm hỏng chiếc máy bạn yêu thích – đầu tư ngay hôm nay để bảo vệ tài sản của mình! 🛡️

#LucasVN #PhuKienApple #InnateckWindSeries #TuiChongSoc #MacBook",,
PENDING,Cáp Sạc Nhanh LISEN USB-C to USB-C 240W PD3.1 Dài 2M,https://lucas.vn/san-pham/cap-sac-nhanh-lisen-usb-c-to-usb-c-240w-pd3-1-dai-2m,https://lucas.vn/wp-content/uploads/2026/06/Cap-Sac-Nhanh-LISEN-USB-C-to-USB-C-240W-1.png,None,,
PENDING,Giá Đỡ Điện Thoại Từ Tính WiWU CH057,https://lucas.vn/san-pham/gia-do-dien-thoai-tu-tinh-wiwu-ch057,https://lucas.vn/wp-content/uploads/2026/06/WiWU-CH-057-1.png,"🧲 Dán vào — xong! Giá đỡ điện thoại từ tính WiWU CH057 giữ chặt điện thoại chỉ trong một giây, không cần kẹp, không cần vặn vít rườm rà. 📱 Thiết kế gọn gàng, xoay 360° linh hoạt, chuẩn cho dân lái xe hay làm việc tại bàn. ✨ Một lần gắn, ngàn lần tiện!
👉 Xem chi tiết sản phẩm dưới phần Bình Luận nhé!",,
PENDING,Giá Đỡ Màn Hình HyperWork T6 V2 HPW-T6.V2,https://lucas.vn/san-pham/gia-do-man-hinh-hyperwork-t6-v2-hpw-t6-v2,https://lucas.vn/wp-content/uploads/2026/06/HyperWork-T6-V2-1.png,"🖥️ Màn hình lung lay, cổ mỏi, bàn làm việc lộn xộn — tất cả chỉ vì thiếu một chiếc giá đỡ xịn!

Giá Đỡ Màn Hình HyperWork T6 V2 giúp bạn nâng màn hình lên đúng tầm mắt, giải phóng mặt bàn và làm setup trông ""pro"" hẳn lên. 💪

Chắc chắn, linh hoạt, thẩm mỹ cao — xứng đáng là ""trợ thủ"" không thể thiếu trên bàn làm việc của bạn! ✨

👉 Xem chi tiết sản phẩm dưới phần Bình Luận nhé!",,
PENDING,Bộ Sạc Xe Hơi LISEN 170W GaN 3 Cổng,https://lucas.vn/san-pham/bo-sac-xe-hoi-lisen-170w-gan-3-cong,https://lucas.vn/wp-content/uploads/2026/06/Bo-sac-xe-hoi-LISEN-170W-GaN-3-cong-1.png,None,,
PENDING,Giá Đỡ Điện Thoại Ô Tô Từ Tính WiWU CH055,https://lucas.vn/san-pham/gia-do-dien-thoai-o-to-tu-tinh-wiwu-ch055,https://lucas.vn/wp-content/uploads/2026/06/WiWU-CH-055-1.png,"🚗 Lái xe mà vẫn muốn xem bản đồ, nghe nhạc, nhận cuộc gọi? Giá Đỡ Điện Thoại Ô Tô Từ Tính WiWU CH055 giúp bạn gắn điện thoại chắc chắn chỉ trong 1 giây — không kẹp, không vặn, chỉ cần đặt vào là dính! ✨ Thiết kế sang xịn, lực hút mạnh mẽ, xứng đáng nâng tầm khoang lái của bạn. 👉 Xem chi tiết sản phẩm dưới phần Bình Luận nhé!",,
PENDING,Giá Đỡ Màn Hình Công Thái Học HyperWork Core Arm HPW-SA01,https://lucas.vn/san-pham/gia-do-man-hinh-cong-thai-hoc-hyperwork-core-arm-hpw-sa01,https://lucas.vn/wp-content/uploads/2026/06/HyperWork-Core-Arm-HPW-SA01-BLK-2.png,"🖥️ Cổ mỏi, lưng đau vì ngồi máy tính cả ngày?

Giá Đỡ Màn Hình HyperWork Core Arm HPW-SA01 giúp bạn chỉnh góc màn hình hoàn hảo trong 1 giây — giảm mỏi cổ, giải phóng mặt bàn, làm việc xịn hơn hẳn! 💪

Đầu tư một lần, cảm nhận sự khác biệt mỗi ngày. ✨

👉 Xem chi tiết sản phẩm dưới phần Bình Luận nhé!",,
PENDING,Bộ Sạc Xe Hơi LISEN 90W Dây Cuộn USB-C 60 Inch,https://lucas.vn/san-pham/bo-sac-xe-hoi-lisen-90w-day-cuon-usb-c-60-inch,https://lucas.vn/wp-content/uploads/2026/06/Bo-Sac-Xe-Hoi-LISEN-90W-Day-Cuon-USB-C-1.png,None,,
PENDING,Pin Dự Phòng Từ Tính WiWU Warriors Wi-P073,https://lucas.vn/san-pham/pin-du-phong-tu-tinh-wiwu-warriors-wi-p073,https://lucas.vn/wp-content/uploads/2025/12/Pin-Du-Phong-Tu-Tinh-WiWU-Warriors-Wi-P073.png,"🔋 Hết pin giữa chừng là nỗi ám ảnh của dân công nghệ — nhưng không phải khi bạn có WiWU Warriors Wi-P073! ✨

Pin dự phòng từ tính, gắn chắc — sạc nhanh — thiết kế cực chất, đi đâu cũng không lo ""bay màu"" năng lượng. 💪

Nhỏ gọn bỏ túi, mạnh mẽ cả ngày dài — combo hoàn hảo cho người bận rộn! 🚀

👉 Xem chi tiết sản phẩm dưới phần Bình Luận nhé!",,
PENDING,Bộ Sạc Xe Hơi LISEN 90W Dual USB-C,https://lucas.vn/san-pham/bo-sac-xe-hoi-lisen-90w-dual-usb-c,https://lucas.vn/wp-content/uploads/2026/06/Bo-Sac-Xe-Hoi-LISEN-90W-Dual-USB-C-1.png,None,,
PENDING,Pin Dự Phòng WiWU Mag Pro LP005FX Qi2.0 10000mAh,https://lucas.vn/san-pham/pin-du-phong-wiwu-mag-pro-lp005fx-qi2-0-10000mah,https://lucas.vn/wp-content/uploads/2026/06/Pin-Du-Phong-WiWU-Mag-Pro-LP005FX-Qi2.0-10000mAh-3.png,"🔋 Sạc nhanh, sạc mạnh — không cần dây rối! 

Pin Dự Phòng WiWU Mag Pro LP005FX Qi2.0 10000mAh hít nam châm cực chắc vào iPhone, sạc 15W siêu tốc, thiết kế mỏng gọn bỏ túi dễ dàng. 

Đi làm, đi chơi, đi du lịch — cứ cắm là đủ pin cả ngày! ⚡✨ 

👉 Xem chi tiết sản phẩm dưới phần Bình Luận nhé!",,
PENDING,Bộ Sạc Xe Hơi LISEN 4 In 1 69W – Dây Rút Tự Động USB-C 31.5 Inch,https://lucas.vn/san-pham/bo-sac-xe-hoi-lisen-4-in-1-69w,https://lucas.vn/wp-content/uploads/2026/06/Bo-Sac-Xe-Hoi-LISEN-4-In-1-69W-1.png,None,,
PENDING,Giá Đỡ Máy Tính Bảng Gắn Tựa Đầu Xe Hơi LISEN 3 In 1,https://lucas.vn/san-pham/gia-do-may-tinh-bang-gan-tua-dau-xe-hoi-lisen-3-in-1,https://lucas.vn/wp-content/uploads/2026/06/Gia-Do-May-Tinh-Bang-Gan-Tua-Dau-Xe-Hoi-LISEN-3-In-1-2.png,None,,
PENDING,Giá đỡ điện thoại từ tính MagSafe LISEN SuctionPro Nano-Gel xoay 360°,https://lucas.vn/san-pham/gia-do-dien-thoai-tu-tinh-magsafe-lisen-suctionpro-nano-gel-xoay-360,https://lucas.vn/wp-content/uploads/2026/06/LISEN-SuctionPro-Nano-Gel-1.png,None,,
PENDING,Tẩu Sạc Ô Tô Innostyle PowerOn Speed 2 Cổng 48W IC48-2PD,https://lucas.vn/san-pham/tau-sac-o-to-innostyle-poweron-speed-2-cong-48w-ic48-2pd,https://lucas.vn/wp-content/uploads/2026/06/Tau-Sac-O-To-Innostyle-PowerOn-Speed-2-Cong-48W-IC48-2PD.png,None,,
POSTED,Tẩu Sạc Xe Hơi LISEN 90W Dây Cuộn USB-C 60 Inch,https://lucas.vn/san-pham/tau-sac-xe-hoi-lisen-90w-day-cuon-usb-c-60-inch,https://lucas.vn/wp-content/uploads/2026/06/Bo-Sac-Xe-Hoi-LISEN-90W-Day-Cuon-USB-C-1.png,None,lucas.vn,
POSTED,Tẩu Sạc Xe Hơi LISEN 90W Dual USB-C,https://lucas.vn/san-pham/tau-sac-xe-hoi-lisen-90w-dual-usb-c,https://lucas.vn/wp-content/uploads/2026/06/Bo-Sac-Xe-Hoi-LISEN-90W-Dual-USB-C-1.png,None,lucas.vn,
DRAFT,Tẩu Sạc Xe Hơi LISEN 4 In 1 69W – Dây Rút Tự Động USB-C 31.5 Inch,https://lucas.vn/san-pham/tau-sac-xe-hoi-lisen-4-in-1-69w,https://lucas.vn/wp-content/uploads/2026/06/Bo-Sac-Xe-Hoi-LISEN-4-In-1-69W-1.png,None,lucas.vn,
DRAFT,Đế Sạc Không Dây 4in1 Aulumu M01,https://lucas.vn/san-pham/de-sac-khong-day-4in1-aulumu-m01,https://lucas.vn/wp-content/uploads/2026/05/De-Sac-Khong-Day-4in1-Aulumu-M01-2.png,None,lucas.vn,
DRAFT,Stand/ Giá Đỡ Điện Thoại AULUMU G09 Infinite 360 MagSafe,https://lucas.vn/san-pham/stand-gia-do-dien-thoai-aulumu-g09-infinite-360-magsafe,https://lucas.vn/wp-content/uploads/2026/04/Stand_-Gia-Do-Dien-Thoai-AULUMU-G09-Infinite-360-MagSafe-Bo-qua-de-bien-tap.png,None,lucas.vn,
DRAFT,Pin Dự Phòng MagSafe AULUMU M10 10000mAh,https://lucas.vn/san-pham/pin-du-phong-magsafe-aulumu-m10-10000mah,https://lucas.vn/wp-content/uploads/2026/04/Pin-Du-Phong-MagSafe-AULUMU-M10-10000mAh.png,None,lucas.vn,
DRAFT,Case/ Ốp Lưng iPhone 17 Series Aulumu A17 Aramid Fiber Siêu Mỏng,https://lucas.vn/san-pham/case-op-lung-iphone-17-series-aulumu-a17-aramid-fiber-sieu-mong,https://lucas.vn/wp-content/uploads/2026/04/Op-Lung-Aulumu-A17-Aramid-Fiber-Sieu-Mong-Cho-iPhone-17-Series.png,None,lucas.vn,
DRAFT,Case/ Ốp Lưng iPhone 17 Series AULUMU A17 Rugged Outdoor,https://lucas.vn/san-pham/case-op-lung-iphone-17-series-aulumu-a17-rugged-outdoorcase-op-lung-iphone-17-series-aulumu-a17-rugged-outdoor,https://lucas.vn/wp-content/uploads/2026/04/Case-Op-Lung-iPhone-17-Series-AULUMU-A17-Rugged-Outdoor.png,None,lucas.vn,
DRAFT,Case/ Ốp Lưng iPhone 17 Series AULUMU A17 TPU,https://lucas.vn/san-pham/case-op-lung-iphone-17-series-aulumu-a17-frostedcase-op-lung-iphone-17-series-aulumu-a17-frosted,https://lucas.vn/wp-content/uploads/2026/04/Case_-Op-Lung-iPhone-17-Series-AULUMU-A17-Frosted-9.png,None,lucas.vn,
DRAFT,Case/ Ốp Lưng iPhone 17 Series AULUMU A17 Vegan Leather,https://lucas.vn/san-pham/case-op-lung-iphone-17-series-aulumu-a17-vegan-leather,https://lucas.vn/wp-content/uploads/2026/04/Case_-Op-Lung-iPhone-17-Series-AULUMU-A17-Vegan-Leather.png,None,lucas.vn,
DRAFT,Case/ Ốp Lưng IPhone 17 Series AULUMU A17 Slim Shockproof,https://lucas.vn/san-pham/case-op-lung-iphone-17-series-aulumu-a17-slim-shockproofcase-op-lung-iphone-17-series-aulumu-a17-slim-shockproofcase-op-lung-iphone-17-series-aulumu-a17-slim-shockproof,https://lucas.vn/wp-content/uploads/2026/04/Case_-Op-Lung-IPhone-17-Series-AULUMU-A17-Slim-Shockproof-7.png,None,lucas.vn,
